CallerClass,CallerMethod,Permission
org/apache/xpath/functions/FuncPosition,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncSubstringAfter,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncSubstring,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncQname,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncRound,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncStartsWith,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncLang,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncFloor,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncDoclocation,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/compiler/XPathParser,initMatchPattern,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/Expression,asIterator,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/Expression,asNode,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/Expression,xstr,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/Expression,bool,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/NodeSequence,getLength,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/Expression,num,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/Expression,asIteratorRaw,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/Expression,executeCharsToContentHandler,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncExtFunctionAvailable,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncCurrent,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncExtElementAvailable,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncCount,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncContains,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncConcat,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncCeiling,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/functions/FuncBoolean,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/Expression,execute,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/AxesWalker,getLastPos,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2,dispatchCharactersEvents,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/sax2dtm/SAX2DTM,dispatchCharactersEvents,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToXMLSAXHandler,endDocument,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xalan/transformer/TransformerImpl,processSortKeys,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xalan/transformer/TransformerImpl,executeChildTemplates,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToXMLSAXHandler,endElement,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/TreeWalker,traverse,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/TreeWalker,traverse,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToXMLSAXHandler,characters,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToXMLSAXHandler,characters,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/DTMDocumentImpl,getStringValue,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToXMLSAXHandler,endElement,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/IncrementalSAXSource_Filter,startElement,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/IncrementalSAXSource_Filter,run,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/sax2dtm/SAX2DTM,startElement,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToStream,serialize,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToSAXHandler,flushPending,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2,getStringValue,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/DTMNodeProxy,getTextContent,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/sax2dtm/SAX2DTM,getStringValue,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xalan/transformer/TransformerImpl,getShouldStripSpace,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToSAXHandler,characters,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xalan/transformer/TransformerImpl,run,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2,startElement,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToTextSAXHandler,endDocument,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/sax2dtm/SAX2DTM,dispatchToEvents,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToTextSAXHandler,characters,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToTextSAXHandler,characters,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xalan/transformer/TransformerImpl,executeChildTemplates,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/DTMManagerDefault,createDocumentFragment,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/DescendantIterator,setRoot,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xalan/transformer/TransformerImpl,applyTemplateToNode,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/serializer/ToSAXHandler,comment,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/FilterExprIterator,setRoot,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/FilterExprIteratorSimple,setRoot,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/FilterExprIteratorSimple,executeFilterExpr,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/FilterExprWalker,setRoot,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/AxesWalker,nextNode,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/axes/FilterExprIterator,deepEquals,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/DTMManagerDefault,getDTMHandleFromNode,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xpath/CachedXPathAPI,selectNodeList,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/dom2dtm/DOM2DTM,dispatchToEvents,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/utils/FastStringBuffer,sendSAXcharacters,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/utils/FastStringBuffer,sendNormalizedSAXcharacters,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xalan/transformer/TransformerImpl,executeChildTemplates,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/IncrementalSAXSource_Filter,endElement,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/IncrementalSAXSource_Filter,endDocument,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/utils/FastStringBuffer,sendNormalizedSAXcharacters,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/utils/TreeWalker,traverse,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/utils/TreeWalker,traverse,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/utils/TreeWalker,traverseFragment,android.permission.INTERACT_ACROSS_USERS_FULL
org/apache/xml/dtm/ref/IncrementalSAXSource_Filter,characters,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImagePoint,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageCrop,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/filters/ImageFilterRS,loadScaledResourceAlpha,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/glrenderer/FadeInTexture,draw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/gadget/WidgetUtils,initialize,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,onOptionsItemSelected,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/glrenderer/NinePatchTexture,getPaddings,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,showRepresentation,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/AlbumSettings,pruneObsoleteSettings,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageMirror,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/FullresRenderingRequestTask,onResult,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/gadget/WidgetTypeChooser,onCreate,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,setFocus,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/FlipperDream,onAttachedToWindow,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/filters/ImageFilterRS,loadScaledResourceAlpha,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/FilterEnvironment,applyRepresentation,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/ImageSavingTask,onResult,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/RenderingRequest,markAvailable,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/gadget/WidgetUtils,createWidgetBitmap,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/glrenderer/StringTexture,newInstance,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,selectPrevious,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/history/HistoryManager,redo,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/glrenderer/NinePatchTexture,getNinePatchChunk,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/presets/UserPresetsAdapter,getView,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,onResume,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/SectionedAlbumDataAdapter,getView,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageRedEye,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/history/HistoryManager,undo,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/ProcessingService,onStart,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,onLayout,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageGrad,onTouchEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/CachingPipeline,renderHighres,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountCreationFragment,onSaveInstanceState,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,startTouchAnimation,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,onGenericMotionEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImagePoint,onDraw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/Spline,draw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/BummerView,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountFinalizeFragment,onResume,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/AlbumSettings,setAlbumEnabled,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageGrad,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/glrenderer/FadeOutTexture,draw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageCurves,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,stopLoadingIndicator,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/HighresRenderingRequestTask,onResult,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,clearFocus,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/glrenderer/FadeOutTexture,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageMirror,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/UpdatePreviewTask,doInBackground,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/AlbumSettings,enableAllAlbums,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountCheckSettingsFragment,onActivityCreated,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/BummerView,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,onShareTargetSelected,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageCrop,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,startLoadingIndicator,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/presets/PresetManagementDialog,onCreateView,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,onCreateOptionsMenu,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/RenderingRequestTask,onResult,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/CursorPhotoSource,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/MasterImage,onNewLook,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/AlbumSettings,disableAllAlbums,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageDraw,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/glrenderer/BasicTexture,draw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageCrop,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageCurves,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,setDefaultFocus,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/filters/ImageFilterRS,loadResource,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/presets/PresetManagementDialog,onClick,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/filters/ImageFilterRS,loadResourceAlpha,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/EdgeSwipeDetector,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountCreationFragment,onResume,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/documentsui/DocumentsActivity,onDocumentPicked,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountCheckSettingsFragment,onCreate,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/FlipperDream,onDreamingStarted,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/EventViewer,onCreate,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/AlbumDataAdapter,selectAll,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/HighresRenderingRequestTask,doInBackground,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImagePoint,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/CachingPipeline,renderFilters,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/BummerView,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/AlbumDataAdapter,getView,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/glrenderer/BasicTexture,draw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageGrad,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountFinalizeFragment,onCreate,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTouchListener,onTouch,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/tools/SaveImage,saveImage,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/FilterEnvironment,applyRepresentation,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/DragGestureDetector,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/presets/UserPresetsAdapter,add,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,fillCategories,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/presets/UserPresetsAdapter,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageDraw,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/presets/UserPresetsAdapter,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,selectNext,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,onBackPressed,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageDraw,getBrush,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/ui/ExportDialog,onCreateView,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageVignette,onDraw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/gadget/LocalPhotoSource,getImage,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StateAdapter,remove,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageTinyPlanet,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StatePanelTrack,setAdapter,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoCarousel,flip,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageTinyPlanet,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StateView,setSelected,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StatePanelTrack,checkEndState,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StateAdapter,remove,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,backToMain,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountCredentials,onCreate,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,moveFocus,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoDreamSettingsReceiver,onReceive,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,onItemClick,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageGrad,onDraw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageShow,onTouchEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageShow,saveImage,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoSourcePlexor,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageShow,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountCreationFragment,onCreate,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/gadget/MediaSetSource,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,cannotLoadImage,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,enableSave,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/ui/ExportDialog,onProgressChanged,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/CachingPipeline,compute,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageStraighten,attach,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StateView,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,showDefaultImageView,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/ui/FramedTextButton,setTextFrom,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageTinyPlanet,onTouchEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,moveFocus,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTouchListener,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageShow,setupGestureDetector,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,onConfigurationChanged,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/ImagePreset,applyBorder,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoSource,next,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageVignette,onTouchEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTableDream,onAttachedToWindow,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,toggleVersionsPanel,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageDraw,onDraw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StatePanelTrack,onTouch,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/ImagePreset,applyFilters,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageStraighten,onTouchEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTableDream,onDreamingStarted,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoSource,load,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,setupMasterImage,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StatePanelTrack,onTouchEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StatePanelTrack,fillContent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PicasaSource,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,setDefaultPreset,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageShow,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/info/HistogramView,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageCrop,onDraw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,hideImageViews,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageVignette,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/ui/FramedTextButton,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageShow,onDoubleTap,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageVignette,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/ImagePreset,applyFilters,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/ui/FramedTextButton,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/pipeline/ImagePreset,applyBorder,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,updateUserPresetsFromManager,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,setSelection,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageDraw,onTouchEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountCheckSettingsFragment,onPause,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/presets/UserPresetsAdapter,add,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,dispatchTouchEvent,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/MasterImage,onHistoryItemClick,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/state/StateAdapter,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageCurves,openUtilityPanel,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoCarousel,<init>,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/dreams/phototable/PhotoTable,onKeyDown,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/ui/ExportDialog,updateSize,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/setup/AccountCheckSettingsFragment,onDestroy,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/imageshow/ImageRedEye,onDraw,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/gallery3d/filtershow/FilterShowActivity,loadUserPresets,android.permission.INTERACT_ACROSS_USERS_FULL
com/android/email/activity/ComposeActivityEmail,onOptionsItemSelected,android.permission.INTERACT_ACROSS_USERS_FULL
